Quote,Author,emotion
"Let us at least say of religion that it means that every part of the body is infused with mind, not that the mind is overwhelmed and drowned in body. For the principal attribute of the Gods, without or within us, is mind.",Thornton Wilder,Joy
You go to school everyday. Folks who think they've learned everything they need to know are usually dumber than chickens.,Jodi Thomas,Fear
"If you’ve got a dozen pitchers, you need to speak 12 different languages.",Michael Lewis,Joy
Spell is a structured words that creates miracles in mind.,Toba Beta,Joy
"Get off the treadmill of consumption, replication, and mediocrity. Begin lifting the weights of creativity, originality, and success.",Ryan Lilly,Joy
"I'd rather strive for the kind of interview where instead of me asking to introduce myself to society, society asks me to introduce myself to society.",Criss Jami,Fear
The disempowered mind believes dreams come true; the empowered mind knows you bring your dreams to life.,Steve Maraboli,Joy
It is our action that determines the viability of our dream.,Steve Maraboli,Joy
"With large industries throwing out the factory model as counterproductive, it is long past time for schools to do the same. I wonder how many adults would do well at dealing with different job requirements and a different boss every 47 minutes.",Susan Ohanian,Anger
"We had some good times at school. I didn't know how good those times was till I left, but I guess that's the way of it",Ron Rash,Joy
"[E]ducation is a holistic endeavor that involves the whole person, including our bodies, in a process of formation that aims our desires, primes our imagination, and orients us to the world -- all before we ever start thinking about it.",James K.A. Smith,Joy
Dont struggle for salary.. DO struggle for Success..,Bhadra,Joy
The way to be nothing is to do nothing,Nathaniel Howe,Anger
"The female is, as it were, a mutilated male, and the catamenia are semen, only not pure; for there is only one thing they have not in them, the principle of soul.",Aristotle,Joy
"Reading feeds the soul, writing nourishes it!",Joanne McClean,Joy
"Sometimes callers from a distance invade my solitude, and it is on these occasions that I realize how absolutely alone each individual is, and how far away from his neighbour; and while they talk (generally about babies, past, present, and to come), I fall to wondering at the vast and impassable distance that separates one's own soul from the soul of the person sitting in the next chair.",Elizabeth von Arnim,Fear
"Oh, Irrylath,Irrylath, we squaundered our two years together.",Meredith Ann Pierce,Anger
"I walk with a purpose. And a limp. (The limp helps serve my purpose, which is to gain sympathy.)",Jarod Kintz,Joy
"Don't live in regret! It is such a useless idea.Use the memory to prevent us do bad things!Regret is a childish wish, or an empty hope,trying to revise the bitter memory of the past.",Toba Beta,Anger
Blame is the creed of the disempowered.,Steve Maraboli,Anger
If you remain static and wait for success to come to you it will certainly not happen.,Steve Backley,Joy
"The quest for a lost city erodes your body, damaging you beyond all reason. But it is your mind that bears the heaviest toll. Listen to the doubters, the worriers and the weak, and the vaguest hope of success evaporates.",Tahir Shah,Fear
"If you want to continue to be the best in the world, then you have to train and compete like you are second best in the world.",Steve Backley,Joy
"See it first in your mind, then become it.",Steve Backley,Fear
"Human beings are incredibly slow, Cosmic Ordering is incredibly fast!",Stephen Richards,Joy
Your life isn't behind you; your memories are behind you. Your life is ALWAYS ahead of you. Today is a new day - seize it!,Steve Maraboli,Joy
Live your epitaph,Zoe Weil,Joy
"The mind is just like a muscle - the more you exercise it, the stronger it gets and the more it can expand.",Idowu Koyenikan,Joy
"It is as though we are understanding now what (William) Blake intuited, the senses were, in Eden, spread over the whole being. It might seem, then, that our bodies still live in Eden, but our minds refuse to know it.",Peter Redgrove,Fear
Create your world with God's Word in your mouth just say it and it will be accomplished!,Jaachynma N.E. Agu,Joy
"It is only normal that people count losses with their minds, and ignore to count blessings with the graciousness of their hearts.",Suzy Kassem,Joy
"Some piously record 'In the beginning God', but I say 'In the beginning hydrogen'.",Harlow Shapley,Joy
"As long as scepticism is based on a sound understanding of science it is invaluable, for that is how science progresses. But poor criticism can lead those who are unfamiliar with the science involved into doubting everything about climate change predictions.",Tim Flannery,Fear
Truths are as much a matter of questions as answers.,Ozzie Zehner,Fear
The task of the modern era was the realization and humanization of God – the transformation and dissolution of theology into anthropology.,Ludwig Feuerbach,Joy
"This (...) had made me aware for the first time of the well-disguised myth that they and the academic institutions they represent are bastions of a free exchange of ideas. They are -but only of those ideas that don't 'rock the boat', that refrain from challenging hallowed taboos.",Jack Kevorkian,Joy
"I want to meddle with an Olympic medal made of silver metal. I want to alchemize it into gold, and use a mixture of science and mysticism to transform losing into winning.",Jarod Kintz,Joy
Each being in the universe yearns for the free energy necessary for survival and development. Each existence resists extinction. The consequent history of violence in the universe is as inevitable as the gravitational pull between the Earth and the Sun.,Brian Swimme,Anger
"... respecto al origen del mundo, si es que lo tuvo, no nos queda más remedio que aceptar que nunca sabremos cómo ocurrió y que Dios es una explicación necia que no explica nada pues es tan difícil imaginar la eternidad suya como la de la materia. Dios es la vuelta del bobo: lo postulamos para entender cuanto no entendemos, pero sin entenderlo a Él.",Fernando Vallejo,Joy
"Half of all broccoli grown commercially in America today is a single variety- Marathon- notable for it's high yield. The overwhelming majority of the chickens raised for meat in America are the same hybrid, the Cornish cross; more than 99 percent of turkeys are the Broad-Breasted Whites.",Michael Pollan,Joy
"Because God is perfect, his handiwork functions in accord with immutable principles. By the full use of our God-given powers of reason and observation, it ought to be possible to discover these principles. These were the crucial ideas that explain why science arose in Christian Europe and no where else.",Rodney Stark,Joy
"It's almost as if each instant is our last and first. We are always dying, and always reborn. And that is living.",Jonathan Weiner,Joy
